发文时间,用户名,博文,评论数,转发数,点赞数
2020-06-19 11:13:00,遇见-遇見_遇见,#建议下调刑事责任年龄##代表建议下调刑事责任年龄#应该！在现在各种网络信息普及的生活中，好多小孩儿的心理年龄和思想已经提前成熟化，早已熟知犯罪行为的利害关系，明知犯罪还去触犯，必须严惩不贷！！！好多人就是仗着年龄小去犯错，因为他清楚的知道不必承受太大的后果，所以，本着治标治本的理念，必须严惩！ O你觉得该不该降低刑事责任年龄？降低刑责年龄能解决犯罪低龄化吗? 收起全文d,,,3.0
2020-06-19 23:41:00,Nancy_ya,//@受害的十三岁男孩:祖国反黑站徐州身边事#江苏铜山黄集校园霸凌事件# #刑事责任年龄拟调整# 江苏徐州铜山区黄集中心中学校园霸凌  性质恶劣,,,
2020-06-20 10:09:00,蛇夫帅锅,最初为什么把刑事责任年龄定在14岁？现在要下调它需要几步？【正经法律】#acfun# O网页链接 ​,,,
2020-06-21 18:40:00,臻臻小仙女,看完了，我猜电视剧应该很好看，编排顺序和画面感会更好吧。到时候一定要看这个剧，都听说很好看。首先，普普孤儿院遭遇，让我想到房思琪李星星，说真的，weixie等x犯罪的罪犯都是最可恶的，也唯独x犯罪的动机最让人觉得有病。第二，朝阳被同学冤枉，老师因为朝阳家境不好，冤枉他。普普没有杀害过人，却被人冤枉。普普的爸爸被加以变相酷刑，以致于认罪（虽然没交代真伪）。但刚开始看的时候，觉得无辜的人怎么一直被冤枉。第三，我一直都觉得3个小孩不怕si，竟然敢跟罪犯交易，疯了吧。（这点上，他们果然是孩子啊，初生牛犊不怕虎）第四，我一直担心东升把3个小孩s了，结果我多虑了，就算张东升的确有这个做法，也是朝阳计划中的一步第五，我以为朝阳把自己的作案经过记在日记本里，最后警方通过日记本，发现朝阳黑暗的一面。最后原来是朝阳脱罪的证据。第六，朝阳真的太厉害了，当严良想继续问的时候，故意说叶军的女儿，引起叶军的愤怒，中断提问。第七，当我以为朝阳完美逃脱了，st外露的半只脚。。。第八，日记的字迹是可以鉴定时间，朝阳还小，并不知道。。。第九，朝阳把自己最好的朋友们都s了，他注定孤独，可能朋友是变数吧（朝阳可怜，可是也有可恨之处，但又讨厌不起来啊）第十，没有犯罪是完美的，朝阳把知道这一切的人都s了，但这不堪的一面还是有人（严良）知道第十一，有些小孩生来就是小孩，有些小孩生来就是恶魔。（误杀里的台词）朝阳和两个小孩其实都是善良的人，处境真的是太惨了。朱晶晶和叶军女儿真的很讨厌啊，可是也不该死啊。刑法中的刑事责任年龄是不是真的太低了呢？哎，朝阳怎么最后这样了，连好朋友都s了 收起全文d,3.0,,2.0
2020-06-22 18:07:00,河北综合广播,【河北这11人今生无法再开车】据省公安厅交通管理局通报，今年以来，我省共有11名机动车驾驶人因酒驾、醉驾发生重大交通事故构成犯罪或交通事故后逃逸构成犯罪，被公安机关依法吊销机动车驾驶证并“终生禁驾”。11名终生禁驾人员中，5人因交通肇事逃逸构成犯罪，被追究刑事责任；5人因饮酒或者醉酒驾驶机动车发生重大交通事故构成犯罪，被追究刑事责任；1人因饮酒驾驶机动车发生重大交通事故，又逃逸构成犯罪，被追究刑事责任。他们全部是70后或80后，年龄最大的48岁，年龄最小的31岁，全部为男性。按照《道路交通安全法》相关规定，发生交通事故后逃逸，构成犯罪的；饮酒后或者醉酒驾驶机动车发生重大交通事故，构成犯罪的，将被公安交管部门依法吊销机动车驾驶证并“终生禁驾”。“终生禁驾”意味着“终生不得重新申领机动车驾驶证，终生不能驾驶机动车”。被禁驾人员今后在任何地方都不能重新报考驾驶证，也不能重新取得驾驶资格。如被“终生禁驾”后仍开车上路，一经查处，还将因“无证驾驶”面临罚款和行政拘留等处罚。省交管局提示，为了自己和他人安全，一定要遵法守规文明出行，特别要杜绝酒驾、醉驾等严重交通违法行为。一旦发生交通事故应当立即停车，保护现场；造成人身伤亡的，应当立即抢救受伤人员，并迅速报警，切不可心存侥幸逃离现场。（记者 霍惠兰） 收起全文d,,,
2020-06-23 12:03:00,世伟日记,#建议下调刑事责任年龄##代表建议下调刑事责任年龄#不降低就让监护人代受，总不能不了了之吧 O你觉得该不该降低刑事责任年龄？降低刑责年龄能解决犯罪低龄化吗? ​,,,
2020-06-23 19:48:00,刘旭琴,🍉 刑事责任：14无；14-16烧杀奸抢伤贩爆头；16负刑责（14-18犯罪从轻或减轻）🍉 民事：8无，8-18限制民事能力人效力待定，18完全民事（16-18自己赚钱自己花，完全民事）🍉 行政处罚：14监护人要管教，14-18从轻或减轻🍉 不行政拘留：14-16；16-18初次犯；70以上；怀孕或哺乳一岁的孩儿他妈法律中易混淆的年龄盘点 O网页链接 收起全文d,,,
2020-06-24 13:02:00,咸宁广电,"【招聘30名！嘉鱼县教育局发布教师招聘公告】
2020年嘉鱼县农村义务教育学校
公开招聘教师公告
根据《人社部、教育部、中央编办、财政部关于做好2020年中小学幼儿园教师招聘有关工作的通知》(人社部发〔2020〕28号)和《省教育厅、省委编办、省人社厅、省财政厅、省发改委关于做好2020年全省义务教育学校教师公开招聘工作的通知》（鄂教人函〔2020〕3号)精神，结合嘉鱼县实际，2020年嘉鱼县面向社会公开招聘农村义务教育学校教师(非新机制教师)30名，现将有关事项公告如下：

一、招聘计划

全县共招聘农村义务教育学校教师(非新机制教师)30名，具体为：

初中（8人）：初中语文1人、初中数学1人、初中物理1人、初中化学2人、初中英语1人、初中信息技术1人、初中体育1人；

小学（22人）：小学语文5人、小学数学5人、小学英语4人、小学信息技术1人、小学体育2人、小学音乐3人、小学美术2人。

二、招聘条件

(一)基本条件

1.具有中华人民共和国国籍;

2.思想政治素质好，拥护党的路线方针政策，具有全心全意为人民服务的宗旨意识，遵纪守法，品行端正；

3.有理想、有追求、责任感强，爱教敬业，乐于奉献；

4.学习成绩优良，身心健康，具有符合教师岗位的专业能力，有较好的表达能力和较强的综合素质；

5.具有全日制大学本科及以上学历、学位(其中,报考小学岗位的可放宽至全日制师范专科学历);

6. 持有相应学段教师资格证书，持有高学段教师资格证人员可以报考低学段的岗位，其中2020届高校毕业生以及2018、2019届尚未落实工作单位的高校毕业生，可放宽至2021年底前取得教师资格考试成绩合格证明;

7. 年龄在30周岁及以下（即1989年7月1日以后出生），“三支一扶”服务期满且考核合格人员报名参加考试的，年龄可放宽至35周岁以下（即1984年7月1日以后出生）；

8.专业要求。体育、音乐、美术教师岗位必须符合专业要求，即：体育为“体育学类”专业、小学体育教育专业，音乐为“音乐与舞蹈学类”专业、音乐教育专业、音乐专业、舞蹈教育专业、艺术教育专业，美术为“美术学类”专业、“设计学类”专业、美术教育专业、艺术教育专业，其他岗位专业不限。

（二）有下列情况之一的不得报考：

1.涉嫌违法违纪正在接受审查的人员和尚未解除党纪、政纪处分的人员;

2.曾因犯罪受过刑事处罚的人员；

3.在公务员招考和事业单位公开招聘考试中被认定有严重违纪违规行为尚在禁考期内的人员；

4.嘉鱼县在编教师；

5. 2020年8月31日前不能取得相应学历、学位证书的人员；

6.法律、法规规定不得招聘为事业单位工作人员的其他情形。

三、报名

报名方式、时间安排、缴费及确认、打印准考证、报名注意事项等以省教育厅发布的新机制教师招聘公告为准。

四、笔试

笔试时间、科目、地点安排、笔试形式和内容、笔试成绩查询等以省教育厅发布的新机制教师招聘公告为准。

五、面试

1、确定面试入围初步人选名单。根据省教育厅、省人社厅发布的笔试成绩，分学段分学科依笔试成绩从高到低、按1:3的比例确定面试入围初步人选名单。(面试入围人选不足1：3的，不核减岗位，经资格复审合格的笔试人员全部参加面试)，并予以公示。笔试缺考的考生，不得进入面试。

2.面试资格审查。由县教育局会同县人社局进行面试资格审查，并贯穿于招聘全过程。考生届时根据嘉鱼县人民政府门户网站或中国嘉鱼网发布的公告在规定时间地点参加面试资格复审，未在规定时间地点参加资格复审以及资格复审不合格人员，取消面试资格。出现自动放弃或资格审查不合格情况的，审查单位应注明事由，经审查人和分管领导签字存档备查（如考生在现场，应由考生签字确认）后，按同学段同学科笔试成绩从高分到低分依次递补。通过资格复审且公示无异议的考生为面试对象。

3、发布面试公告。由县教育局会同县人社局制定面试工作方案和面试公告。面试公告按要求提前在嘉鱼县人民政府门户网站或中国嘉鱼网发布。考生根据面试公告要求，在指定时间、地点领取面试通知书。

4、面试内容及工作组织。面试工作在县人社局的指导和监督下，由县教育局具体组织实施。面试重在测试考生教育教学能力，考察考生的专业素质和课堂教学能力，主要以讲课或说课的方式进行。面试成绩满分为100分。面试结束后, 面试分数当场向考生公布并由考生签字确认。

六、考试成绩计算

1、考生的考试总成绩=笔试成绩×40%+面试成绩×60%。根据考试总成绩从高到低，按招聘岗位1:1的比例确定考核、体检人选。同学段同学科进入面试人数小于或等于该学段该学科招聘岗位数，则考生面试成绩不低于其所在面试试场考生面试平均成绩（保留小数点后两位）。

2、考生如出现笔试和面试折算后总成绩并列的情形，按以下优先顺序进入体检考核:

①符合岗位表中已经明确优先条件的优先;

②以笔试成绩高的优先。

七、加分政策

根据国家和我省关于引导和鼓励高校毕业生到基层工作的政策要求，对服务期满且考核合格（称职）的“三支一扶”计划、大学生村官实行加分政策优惠，在折合成百分制的笔试总分上增加5分。服务时间计算截止2020年7月31日。原已录用为公务员或招聘为事业单位正式在编工作人员的“两类人员”，不再享受加分政策。享受加分优惠政策相关证明材料于面试资格审查时报嘉鱼县教育局人事股。

八、考核、体检和公示

对进入考核人选采取函调、实地考察等形式进行考核，同时组织进行体检。体检参照公务员体检标准执行，费用由考生自行负担。考核和体检合格的，确定为拟招聘人员，名单在嘉鱼县人民政府门户网站或中国嘉鱼网上予以公示，公示时间为7天。体检或考核不合格者，通知考生并以一定方式确认后，依次递补。公示无异议的，确定为拟聘用人员。

八、审批聘用

1.根据选岗办法，组织拟聘人员选岗。

2.具体岗位确定后，将相关资料报人社部门审核备案，经人社部门下达聘用通知后，将新招聘教师安排到岗。新招聘教师按政策规定纳入岗位管理，并按统一的聘用合同范本签订聘用合同，明确聘期任务，聘用后在本县农村学校最少服务3年。2020届高校毕业生以及2018、2019届尚未落实工作单位的高校毕业生，未能在2021年底前取得教师资格考试成绩合格证明的，解除聘用合同。

被聘人员逾期（自接到聘用通知20日内）不报到的，取消聘用资格，取消后空缺的岗位可根据需要一次性递补，递补人员只能在面试考生中产生。

八、违纪处理

公开招聘过程中的违纪违规行为，按照《事业单位公开招聘违纪违规行为处理规定》(人社部第35号令)执行。

九、防疫须知

考生应当自觉服从考试举办单位的防疫工作安排，配合做好卫生防疫工作。参加现场招聘考试的，要出具健康码及相关必要证明，遵守现场防疫守则，健康码为“绿码”的才能进场。不服从考试举办单位防疫工作安排的，取消应聘资格；故意隐瞒新冠肺炎真实病情或病原接触史的，依法追究相关责任。

十、注意事项

本次招聘过程中有关信息将通过嘉鱼县人民政府门户网站或中国嘉鱼网公示公告栏发布，请考生注意跟踪相关信息。招考期间，请考生务必保持报名时所填报的联系电话畅通，以备联系。

招聘信息发布官方网站：

嘉鱼县人民政府门户网站

O网页链接

中国嘉鱼网

O网页链接

联系电话：

0715-6352632

(嘉鱼县教育局人事股)

嘉鱼县人力资源和社会保障局

嘉鱼县教育局 2咸宁 收起全文d",,,
2020-06-24 22:44:00,程程有柚zi,#建议下调刑事责任年龄##代表建议下调刑事责任年龄#我觉得应该降低。首先，近年来青少年犯罪案例层出不穷，罪犯逐渐低龄化。甚至有青少年因为知道自己不用付刑事责任而肆意妄为，这无疑是助纣为虐。其次，为自己的错误负责是每一个人无论年龄都有的责任感。 O你觉得该不该降低刑事责任年龄？降低刑责年龄能解决犯罪低龄化吗? ​,,,1.0
2020-06-26 10:06:00,隆尧司法官博,《中华人民共和国社区矫正法》第七章　未成年人社区矫正特别规定第五十二条　社区矫正机构应当根据未成年社区矫正对象的年龄、心理特点、发育需要、成长经历、犯罪原因、家庭监护教育条件等情况，采取针对性的矫正措施。社区矫正机构为未成年社区矫正对象确定矫正小组，应当吸收熟悉未成年人身心特点的人员参加。对未成年人的社区矫正，应当与成年人分别进行。第五十三条　未成年社区矫正对象的监护人应当履行监护责任，承担抚养、管教等义务。监护人怠于履行监护职责的，社区矫正机构应当督促、教育其履行监护责任。监护人拒不履行监护职责的，通知有关部门依法作出处理。第五十四条　社区矫正机构工作人员和其他依法参与社区矫正工作的人员对履行职责过程中获得的未成年人身份信息应当予以保密。除司法机关办案需要或者有关单位根据国家规定查询外，未成年社区矫正对象的档案信息不得提供给任何单位或者个人。依法进行查询的单位，应当对获得的信息予以保密。第五十五条　对未完成义务教育的未成年社区矫正对象，社区矫正机构应当通知并配合教育部门为其完成义务教育提供条件。未成年社区矫正对象的监护人应当依法保证其按时入学接受并完成义务教育。年满十六周岁的社区矫正对象有就业意愿的，社区矫正机构可以协调有关部门和单位为其提供职业技能培训，给予就业指导和帮助。第五十六条　共产主义青年团、妇女联合会、未成年人保护组织应当依法协助社区矫正机构做好未成年人社区矫正工作。国家鼓励其他未成年人相关社会组织参与未成年人社区矫正工作，依法给予政策支持。第五十七条　未成年社区矫正对象在复学、升学、就业等方面依法享有与其他未成年人同等的权利，任何单位和个人不得歧视。有歧视行为的，应当由教育、人力资源和社会保障等部门依法作出处理。第五十八条　未成年社区矫正对象在社区矫正期间年满十八周岁的，继续按照未成年人社区矫正有关规定执行。第八章　法律责任第五十九条　社区矫正对象在社区矫正期间有违反监督管理规定行为的，由公安机关依照《中华人民共和国治安管理处罚法》的规定给予处罚；具有撤销缓刑、假释或者暂予监外执行收监情形的，应当依法作出处理。第六十条　社区矫正对象殴打、威胁、侮辱、骚扰、报复社区矫正机构工作人员和其他依法参与社区矫正工作的人员及其近亲属，构成犯罪的，依法追究刑事责任；尚不构成犯罪的，由公安机关依法给予治安管理处罚。第六十一条　社区矫正机构工作人员和其他国家工作人员有下列行为之一的，应当给予处分；构成犯罪的，依法追究刑事责任：（一）利用职务或者工作便利索取、收受贿赂的；（二）不履行法定职责的；（三）体罚、虐待社区矫正对象，或者违反法律规定限制或者变相限制社区矫正对象的人身自由的；（四）泄露社区矫正工作秘密或者其他依法应当保密的信息的；（五）对依法申诉、控告或者检举的社区矫正对象进行打击报复的；（六）有其他违纪违法行为的。第六十二条　人民检察院发现社区矫正工作违反法律规定的，应当依法提出纠正意见、检察建议。有关单位应当将采纳纠正意见、检察建议的情况书面回复人民检察院，没有采纳的应当说明理由。第九章　附则第六十三条　本法自2020年7月1日起施行。 收起全文d,,,
2020-06-27 13:17:00,山东高法,#普法课堂# 【帮助未达刑事责任年龄人实施盗窃是否构成#间接正犯#——陆XX盗窃案】 ​,3.0,16.0,4.0
2020-06-28 10:37:00,韩妍子,#殴打8岁男童嫌疑人已被刑拘#够了付刑事责任的年龄也是个孩子，值得深思的问题！ 你觉得怎么判刑才爽快？ ​,6.0,6.0,245.0
2020-06-28 12:04:00,苦涩橄榄树,//@雷明:未成年人犯罪，刑事责任年龄是不是应该降低一点？,,,
2020-06-28 14:46:00,Coco奶茶不好喝,#未成年人保护法修订草案提请二审#刑事责任年龄是刑法规定，和未成年人保护法没有直接关系。此外我个人认为，大家不应该只看到发达地区的儿童早熟严重，我们国家仍然有大量的孤儿、留守儿童群体，如果规定过早入刑对这些本身就存在社会问题且尚未形成完整认知能力的群体是极大的不公。我国法制建设最难做的也是最核心的，就是如何去平衡，而刑法作为国家公权的限制，不应该要求以主流道德价值为准，而是应该作为最后的底线，更不能过于严苛，如果事事都入刑不考虑情节和社会危害性，公权扩大，治安管理处罚法等行政法规也将形同虚设。 2英国·南安普敦 收起全文d,,,2.0
2020-06-28 21:52:00,小黑-kevin,#建议下调刑事责任年龄##代表建议下调刑事责任年龄#建议下调 O你觉得该不该降低刑事责任年龄？降低刑责年龄能解决犯罪低龄化吗? ​,,,
2020-06-29 10:59:00,一个人浪漫,完全刑事责任年龄的故意杀人罪和故意伤害致死的竞合，性质太恶劣，好好去牢里改造吧,,,
2020-06-29 17:36:00,隐市小法,#未成年人保护法修订草案提请二审# 既要保护守法的未成年人，也要完善违法未成年人的惩处机制。但近期热议的刑事责任年龄是刑法（总则）调整的范畴，未成年人保护法无权设置，从目前情况来看，刑法修正案（十一）草案显然没有将其纳入调整范围，看来这个问题仍然前路漫漫。 ​,5.0,1.0,21.0
2020-06-30 23:12:00,Mibinge0703,的什么是善恶 原来一个回答中说过 现在的孩子都知道你的痛点在哪里 都知道说什么你最痛 所以未成年人时候，未达到刑事责任年龄的人，根本不知道（是真正的不知道，不是那种“不知道打的鸟是保护动物”的那种）自己是在做一件什么事 当然，我上面说的是什么时候可以少一点。 4、我说你是法盲你肯定不服气，那我问你，你在提“未成年人(14岁以下)犯重罪没有任何约束的法律什么时候知道不是我的错 我小时候知道未成年人保护法未成年人保护法》的话，对于那种特殊题真的很难区分...（有背的人知道他怎么样了，但他一定会有报应的，我始终相信，我也只能相信。 至今我也不知道，这样一个未成年人伤害了未成年人，算什么，这算什么，未成年人保护法 O你是什么时候知道未成年人保护法的？ 收起全文d,,,
2020-07-01 20:06:00,只搓正宗的鹅,今天好痛苦……七点被吵醒 于是起床开始准备八点的民诉考试 整整五面 手都写断。交卷的时候邮件又一直出bug 害我反反复复上传好几回 最后还是QQ给老师传一遍才放心才躺下瘫着没多久 瞅一眼QQ发现老师 学委 班长一起在催庭审报告 遂马上爬起来肝报告十二点多弄完 随便吃点东西发现离刑法考试不久了 又苟在电脑前搜刑事责任年龄 累犯吧啦吧啦的资料一不留神到了两点二十多 团支书 班长 还有几个同学消息轰炸“点名啦！快进会议室”因此厕所也没上成 憋了一个多小时考完刑法想休息一会会 但是还要做运动 如果拖着晚饭就没法吃了 （我好饿……）六点多终于做完运动吃了晚饭准备在b站快乐冲浪 却又在老妈和教练的念叨下练起了科目一……所以我选择把北子哥的直播当背景音 练科目一行   非常    充实    的    一天    ！ 收起全文d,2.0,,1.0
2020-07-02 15:12:00,河口检察,#河检君分享# 【委员建议：未满14岁未成年人犯罪性质特别恶劣的，经最高司法机关核准可追究刑事责任】刑法修正案（十一）草案提请十三届全国人大常委会第二十次会议审议，刑事责任年龄备受关注。在分组审议中，邓丽委员建议增加恶性犯罪恶意补足年龄的规则，遏制不满14周岁未成年人犯罪的行为。“现在 ​,,,
2020-07-02 22:11:00,若只如初不负相遇,#建议下调刑事责任年龄##代表建议下调刑事责任年龄#我觉得该降低刑事责任年龄了！现在是网络信息时代，年龄小不代表接触的少，好多未成年犯罪一部分是家庭原因，另一部分就是网络原因，既然是未成年，既然你家长不好好教育！那就由法律来制裁！！！有的人可能就要说孩子小 ，大人们忙没时间教育，我想说的是 没时间你要什么小孩！生出来不去管让他去霍霍别人吗？！ O你觉得该不该降低刑事责任年龄？降低刑责年龄能解决犯罪低龄化吗? 收起全文d,,,1.0
2020-07-04 10:16:00,蚌埠市人民政府发布,#民生关注# 【蚌埠市2020年度从优秀村（社区）干部中考试录用乡镇机关公务员公告】蚌埠市2020年度从优秀村（社区）干部中考试录用乡镇机关公务员公告根据中央关于开展从优秀村（社区）干部中考试录用乡镇（街道）机关公务员工作有关精神和公务员录用有关规定，经省公务员局同意，开展2020年度从优秀村（社区）干部中考试录用乡镇机关公务员工作，并纳入全市2020年度公务员考试录用工作一并进行。现就有关事项公告如下：一、招录计划和职位　　全市从优秀村（社区）干部中考试录用乡镇机关公务员2名。具体为：怀远县河溜镇1名，蚌山区燕山乡1名。二、考录对象和条件　　（一）考录对象　　怀远县、蚌山区行政区域内任职3年（截止2020年7月）以上的优秀村党组织书记、村委会主任和优秀社区党组织书记、居委会主任；在贫困村从事扶贫工作满5年的优秀脱贫攻坚一线村干部；在怀远县任村“两委”班子成员满5年且考核优秀的全日制普通高校毕业生。上述对象不包括到村任职的大学生村官，以及有关单位选派的村党组织第一书记。　　（二）考录条件　　1．符合《公务员录用规定》第十八条规定的资格条件；　　2．政治坚定，遵纪守法，廉洁奉公；　　3．公道正派，实绩突出，群众公认；　　4．具有高中（中专）及以上学历；　　5．年龄为45周岁以下（1974年3月以后出生）。　　符合上述范围和条件的人员，可以报考本县（区）行政区域内的招考职位。　　下列人员不得报考：　　1．因犯罪受过刑事处罚的；　　2．被开除中国共产党党籍的；　　3．被依法列为失信联合惩戒对象的；　　4．任职期间本村（社区）发生重大责任事件的；　　5．本人受处分不宜报考的；　　6．有法律、法规规定不得录用为公务员的其他情形的。三、报名和资格审查　　报名时间：2020年7月8日至7月15日每天的9:00至16:00，采取现场报名方式进行。报名前，应通过“皖事通”APP实名申领“安康码”，认真阅读《报考人员新冠肺炎疫情防控须知》。　　报名程序：符合报考条件人员到所在乡镇（街道）填写《安徽省2020年度从优秀村（社区）干部中考试录用乡镇（街道）机关公务员资格审查表》（见附件），向乡镇（街道）党委提出个人申请，由乡镇（街道）党委填写推荐意见并经县（区）委组织部审核后汇总，统一报市委组织部进行资格复审，复审合格的，由县（区）委组织部通知本人在规定时间、地点领取准考证。免缴笔试费用。　　报名确认截止后，报考确认人数与职位招录计划数的比例不低于3:1方可开考，不足规定比例的，经省公务员局核准，取消职位招录或相应减少职位招录计划。四、笔试和面试　　笔试和面试试题由省公务员局、省人力资源社会保障厅统一命制，考试由市委组织部、市人力资源社会保障局组织实施。　　笔试时间：2020年8月22日上午9:00—11:00。笔试主要内容为公共基础知识以及农业农村、城市社区工作相关专业知识。其中，村干部考公共基础知识和农业农村工作相关专业知识，社区干部考公共基础知识和城市社区工作相关专业知识。按照国家、省表彰或党内表彰相关规定，对任期内获得县（区）、市、省及以上表彰的报考人员，在笔试成绩中分别加1分、2分、3分、4分，累计加分最高不超过5分。笔试结束后，按3:1比例从高分到低分确定面试人员。　　面试时间：与2020年全省公务员招录面试同步进行。面试主要测查解决基层工作实际问题的能力。面试后，将笔试成绩与面试成绩按各占50%的比例合成考试总成绩。同时根据职位招录计划数，依考试总成绩高低顺序，按照在招录计划数上增加1人的原则确定体检和考察人选。五、体检和考察　　体检由市委组织部按照公务员录用体检通用标准统一组织实施。考察由各县（区）委组织部组织实施。要根据招考条件和职位资格条件，按照好干部标准，采取个别谈话、实地走访、查询社会信用记录、同本人面谈等多种形式对考察对象进行深入考察，全面了解政治素质、道德品行、能力素质、心理素质、学习和工作表现、遵纪守法、廉洁自律、职位匹配度以及是否需要回避等方面的情况，重点了解是否符合增强“四个意识”、坚定“四个自信”、做到“两个维护”，热爱中国共产党、热爱祖国、热爱人民等政治要求，并对档案进行严格审核，重点审核年龄、工龄、党龄、学历、工作经历等内容。对政治上不合格的，坚决不予录用。考察中要对考察人选进一步进行资格复审。体检、考察后，出现录用人员缺额的，按考试总成绩高低顺序依次等额递补，递补只进行一次。六、公示和审批录用　　考察结束后，各县（区）党委根据职位招录计划数，择优确定拟录用人员并在本县（区）和人选所在乡镇（街道）、行政村或社区范围内公示5个工作日。公示无异议或反映的问题不影响录用的，按规定办理审批录用手续。录用审批后因各种原因取消录用的，不再递补。　　此次考试，各级公务员主管部门不举办也不委托任何社会培训机构举办辅导培训班。　　此次考录的其他有关信息，在蚌埠先锋网、蚌埠市人力资源和社会保障局网上发布。　　本《公告》由市公务员局负责解释。附件：安徽省2020年度从优秀村（社区）干部中考试录用乡镇（街道）机关公务员资格审查表（点击O网页链接查看）蚌埠市公务员局2020年7月3日 收起全文d,,,
